feature,coef,abs_coef
Weight,-74.8654797898979,74.8654797898979
pc25_pt,70.39360013630743,70.39360013630743
pc44_pt,-34.93113647459519,34.93113647459519
pc28_pt,-29.791739259157403,29.791739259157403
pc19_pt,-25.6586627812439,25.6586627812439
pc22_pt,24.33770260350864,24.33770260350864
pc49_pt,22.943946417098736,22.943946417098736
pc37_pt,-22.649412135169236,22.649412135169236
pc15_pt,22.051184922105502,22.051184922105502
pc21_pt,-21.432731765874568,21.432731765874568
pc2_pt,20.843957811289496,20.843957811289496
pc57_pt,19.908528064613453,19.908528064613453
Stature,19.624637867671566,19.624637867671566
pc8_pt,-18.557846947093097,18.557846947093097
pc34_pt,-17.992498476936657,17.992498476936657
pc6_pt,-17.601978258302434,17.601978258302434
pc41_pt,-17.58683359454531,17.58683359454531
pc30_pt,-17.03084111662672,17.03084111662672
pc38_pt,-16.9699777842338,16.9699777842338
pc48_pt,-16.336650503181968,16.336650503181968
pc3_pt,15.386939858574449,15.386939858574449
pc33_pt,-15.141614274217531,15.141614274217531
pc47_pt,-15.124933818539725,15.124933818539725
pc13_pt,14.12032324332439,14.12032324332439
pc35_pt,14.09566131584181,14.09566131584181
pc58_pt,-13.265537576304277,13.265537576304277
pc26_pt,-13.264234066433604,13.264234066433604
pc51_pt,13.130976178771034,13.130976178771034
pc53_pt,12.96049733602407,12.96049733602407
pc23_pt,-12.598905680159328,12.598905680159328
pc12_pt,-12.551880001914924,12.551880001914924
pc17_pt,11.939670018593267,11.939670018593267
pc60_pt,-11.860783659249199,11.860783659249199
pc42_pt,11.710856051882823,11.710856051882823
pc27_pt,11.135315023158764,11.135315023158764
pc45_pt,11.040131321904155,11.040131321904155
pc20_pt,-11.035017111851548,11.035017111851548
pc56_pt,10.842429028205824,10.842429028205824
pc24_pt,10.455997013289037,10.455997013289037
pc36_pt,-10.323024466761948,10.323024466761948
pc14_pt,8.452085580395142,8.452085580395142
pc43_pt,8.247996787799822,8.247996787799822
pc54_pt,-7.961789119920656,7.961789119920656
pc40_pt,7.724924169091295,7.724924169091295
pc59_pt,-5.452507498152063,5.452507498152063
pc55_pt,5.183252695516324,5.183252695516324
pc18_pt,-5.0932968603234094,5.0932968603234094
pc46_pt,-4.82029663966275,4.82029663966275
pc10_pt,4.718836924316844,4.718836924316844
pc7_pt,4.2918705423723145,4.2918705423723145
pc11_pt,4.145209817657269,4.145209817657269
pc4_pt,4.0292900337553155,4.0292900337553155
pc29_pt,-3.6837882631293137,3.6837882631293137
pc9_pt,-3.5588756522882146,3.5588756522882146
pc16_pt,-3.266423893688479,3.266423893688479
pc50_pt,-3.2466930657719524,3.2466930657719524
pc31_pt,-3.21039835264892,3.21039835264892
pc1_pt,-2.61841459353106,2.61841459353106
pc52_pt,-2.4854334061525707,2.4854334061525707
pc32_pt,-1.3355033974766066,1.3355033974766066
pc5_pt,1.150985914861394,1.150985914861394
pc39_pt,-0.3239600176099176,0.3239600176099176
