feature,coef,abs_coef
pc8_pt,361.0991552504197,361.0991552504197
pc7_pt,-327.199118029775,327.199118029775
pc6_pt,210.32499140003713,210.32499140003713
pc56_pt,-160.7444804454726,160.7444804454726
pc46_pt,159.45864579999045,159.45864579999045
pc3_pt,-144.51752175350532,144.51752175350532
pc4_pt,132.73454538174346,132.73454538174346
pc60_pt,-125.34447837899384,125.34447837899384
pc2_pt,-120.02037040234524,120.02037040234524
pc50_pt,-103.77168151351417,103.77168151351417
pc10_pt,-100.74639446373942,100.74639446373942
pc30_pt,98.22559236309321,98.22559236309321
pc42_pt,95.44212677400586,95.44212677400586
pc19_pt,-93.44449146940941,93.44449146940941
pc17_pt,-80.06942413489892,80.06942413489892
pc47_pt,-78.61281756311584,78.61281756311584
pc12_pt,-71.1585605624934,71.1585605624934
pc20_pt,-70.75030888674999,70.75030888674999
pc23_pt,-69.26164375838853,69.26164375838853
pc53_pt,-64.8542579335659,64.8542579335659
pc25_pt,-64.18816288204206,64.18816288204206
pc48_pt,62.50345378593638,62.50345378593638
Weight,-59.584088927619625,59.584088927619625
pc49_pt,57.540561834484,57.540561834484
pc45_pt,56.101524364561165,56.101524364561165
pc35_pt,-55.06625489744638,55.06625489744638
pc38_pt,52.63860178282229,52.63860178282229
pc36_pt,-52.29800089065389,52.29800089065389
pc11_pt,52.05918937673681,52.05918937673681
pc33_pt,51.80911387148234,51.80911387148234
pc39_pt,-47.73750614466395,47.73750614466395
pc27_pt,-47.57365826433075,47.57365826433075
pc14_pt,47.51805228424157,47.51805228424157
pc24_pt,-46.19431777014945,46.19431777014945
pc43_pt,-44.872007424236266,44.872007424236266
pc55_pt,-43.856166370792586,43.856166370792586
pc54_pt,43.77832316014621,43.77832316014621
pc22_pt,-42.94331604507256,42.94331604507256
pc15_pt,40.016388632398076,40.016388632398076
pc26_pt,37.69563964224613,37.69563964224613
pc58_pt,37.640462697899686,37.640462697899686
pc21_pt,35.99134256697288,35.99134256697288
pc5_pt,33.86928890585906,33.86928890585906
pc16_pt,29.557066827744375,29.557066827744375
Stature,-29.232788190070096,29.232788190070096
pc59_pt,-26.195125068108066,26.195125068108066
pc31_pt,-24.549342804045864,24.549342804045864
pc52_pt,-23.742370529588865,23.742370529588865
pc44_pt,23.54154756171085,23.54154756171085
pc1_pt,20.53129060389293,20.53129060389293
pc37_pt,-20.492295127771563,20.492295127771563
pc9_pt,-18.702548832951933,18.702548832951933
pc57_pt,-13.659840983551367,13.659840983551367
pc28_pt,-13.502951282739593,13.502951282739593
pc18_pt,12.350296700431551,12.350296700431551
pc32_pt,-11.58829410117846,11.58829410117846
pc41_pt,7.147910991892212,7.147910991892212
pc13_pt,6.432402895681878,6.432402895681878
pc51_pt,4.807576036745161,4.807576036745161
pc29_pt,4.1148636360447854,4.1148636360447854
pc40_pt,3.4819334326380686,3.4819334326380686
pc34_pt,1.2954587238675845,1.2954587238675845
