feature,coef,abs_coef
pc49_pt,32.634344623888644,32.634344623888644
pc16_pt,-13.905316614839824,13.905316614839824
pc15_pt,13.158424924917616,13.158424924917616
pc19_pt,-12.328884273430978,12.328884273430978
pc34_pt,-12.033523560955834,12.033523560955834
pc11_pt,11.622544495605116,11.622544495605116
pc5_pt,11.435906468846195,11.435906468846195
pc22_pt,11.173833775552115,11.173833775552115
pc44_pt,-10.71664432450444,10.71664432450444
pc58_pt,-10.225216619234326,10.225216619234326
pc51_pt,10.090109400130604,10.090109400130604
pc3_pt,-9.775371271607167,9.775371271607167
pc32_pt,9.46770648530942,9.46770648530942
pc39_pt,9.397755688218528,9.397755688218528
pc36_pt,-8.9598871107729,8.9598871107729
pc25_pt,8.896238193531314,8.896238193531314
pc12_pt,-8.677356788063713,8.677356788063713
pc21_pt,-8.38228731235169,8.38228731235169
pc20_pt,-8.336706390307613,8.336706390307613
pc41_pt,-8.189226779754957,8.189226779754957
pc4_pt,-7.9314343608348,7.9314343608348
pc9_pt,-7.792481196002129,7.792481196002129
pc48_pt,-7.617455677487632,7.617455677487632
pc54_pt,-7.265631651914385,7.265631651914385
pc23_pt,-7.125758483320926,7.125758483320926
pc7_pt,-6.851444655641945,6.851444655641945
pc42_pt,6.157344860191037,6.157344860191037
pc29_pt,-5.905771908023471,5.905771908023471
pc13_pt,5.472874577875117,5.472874577875117
pc59_pt,-5.445221210184682,5.445221210184682
pc18_pt,-5.2862472526359126,5.2862472526359126
pc31_pt,4.797607897289521,4.797607897289521
Stature,4.584483250972086,4.584483250972086
pc35_pt,-4.504148355569909,4.504148355569909
pc10_pt,-3.9367652178997865,3.9367652178997865
Weight,3.6409030929742245,3.6409030929742245
pc28_pt,-3.4045181864843785,3.4045181864843785
pc52_pt,3.377133262289302,3.377133262289302
pc53_pt,3.0528040427324825,3.0528040427324825
pc37_pt,2.9914510615053316,2.9914510615053316
pc38_pt,-2.1331759889258253,2.1331759889258253
pc2_pt,2.106287395740172,2.106287395740172
pc27_pt,1.9799458635188723,1.9799458635188723
pc43_pt,1.8434127284534463,1.8434127284534463
pc24_pt,-1.829706976006592,1.829706976006592
pc55_pt,1.6149842012993927,1.6149842012993927
pc26_pt,-1.5035481424079835,1.5035481424079835
pc60_pt,1.372009063197487,1.372009063197487
pc8_pt,1.2853910283740353,1.2853910283740353
pc47_pt,-0.9841785650562943,0.9841785650562943
pc30_pt,-0.9812610746968384,0.9812610746968384
pc56_pt,-0.9571998389459051,0.9571998389459051
pc14_pt,0.9566648779167533,0.9566648779167533
pc1_pt,0.8091831477232851,0.8091831477232851
pc6_pt,0.7928486588002636,0.7928486588002636
pc57_pt,0.6541092845864611,0.6541092845864611
pc40_pt,-0.6029297239104359,0.6029297239104359
pc50_pt,-0.5500328474688841,0.5500328474688841
pc17_pt,0.5098998909362341,0.5098998909362341
pc33_pt,0.5080716700720942,0.5080716700720942
pc45_pt,-0.49278157149267154,0.49278157149267154
pc46_pt,0.36853656112341165,0.36853656112341165
