feature,coef,abs_coef
pc57_pt,60.16312993811947,60.16312993811947
pc36_pt,-21.67085945161225,21.67085945161225
pc51_pt,-20.64097182492443,20.64097182492443
pc13_pt,-16.022719649740967,16.022719649740967
pc22_pt,-15.17494952915579,15.17494952915579
pc18_pt,-15.096778357979705,15.096778357979705
pc4_pt,-14.392318169927632,14.392318169927632
pc24_pt,12.781517984163001,12.781517984163001
pc23_pt,10.685166189005647,10.685166189005647
Weight,10.597294508924794,10.597294508924794
pc60_pt,10.192207946517012,10.192207946517012
pc49_pt,9.91011196717985,9.91011196717985
pc52_pt,-9.838849976669106,9.838849976669106
pc56_pt,9.417483675362229,9.417483675362229
pc41_pt,9.095151561950548,9.095151561950548
pc7_pt,-8.936332366925749,8.936332366925749
pc48_pt,-8.874002332187366,8.874002332187366
pc1_pt,-8.587443940479464,8.587443940479464
pc10_pt,-8.568524259535897,8.568524259535897
pc59_pt,8.166881652897148,8.166881652897148
pc37_pt,8.139058440522323,8.139058440522323
pc30_pt,-8.072873925255788,8.072873925255788
pc11_pt,-7.667995169453412,7.667995169453412
pc44_pt,7.4620373014856245,7.4620373014856245
pc26_pt,-7.372075764022002,7.372075764022002
pc6_pt,-7.346509976486734,7.346509976486734
pc50_pt,7.162070837446215,7.162070837446215
pc54_pt,7.155810498724781,7.155810498724781
pc58_pt,6.895731256804692,6.895731256804692
pc5_pt,-6.780833640154088,6.780833640154088
pc53_pt,-6.759586527720722,6.759586527720722
pc20_pt,6.5984676898797,6.5984676898797
pc8_pt,-6.448763837353301,6.448763837353301
pc2_pt,-5.765690821112796,5.765690821112796
Stature,-5.55593732212597,5.55593732212597
pc55_pt,-5.1170875840567716,5.1170875840567716
pc33_pt,-4.999278998495176,4.999278998495176
pc45_pt,-4.781894798747646,4.781894798747646
pc17_pt,4.717457903170654,4.717457903170654
pc27_pt,-4.668611394584682,4.668611394584682
pc34_pt,4.63042647890091,4.63042647890091
pc40_pt,-4.568582047074641,4.568582047074641
pc46_pt,-4.546563424988232,4.546563424988232
pc47_pt,-4.440895310895335,4.440895310895335
pc16_pt,4.163598155851256,4.163598155851256
pc19_pt,4.021683293472242,4.021683293472242
pc9_pt,3.76495846594554,3.76495846594554
pc15_pt,-3.712579260472686,3.712579260472686
pc38_pt,-3.499185336961335,3.499185336961335
pc39_pt,3.1299146045465744,3.1299146045465744
pc31_pt,2.1278350350384367,2.1278350350384367
pc3_pt,1.9484959382749951,1.9484959382749951
pc42_pt,1.6243189825042688,1.6243189825042688
pc25_pt,1.3028632902444381,1.3028632902444381
pc14_pt,-1.159718742629977,1.159718742629977
pc32_pt,-1.120889360113437,1.120889360113437
pc43_pt,0.9400404466285892,0.9400404466285892
pc21_pt,0.438494884937096,0.438494884937096
pc35_pt,-0.41528604532925883,0.41528604532925883
pc29_pt,-0.36725953783792314,0.36725953783792314
pc12_pt,-0.18478519489120834,0.18478519489120834
pc28_pt,0.07179069854599873,0.07179069854599873
