feature,coef,abs_coef
pc38_pt,87.15242481214432,87.15242481214432
pc56_pt,33.62245614044855,33.62245614044855
pc46_pt,-29.723703340295224,29.723703340295224
pc53_pt,27.304713775765663,27.304713775765663
pc39_pt,-25.834648828287403,25.834648828287403
pc41_pt,-24.18203199208136,24.18203199208136
pc44_pt,22.817900342703798,22.817900342703798
pc30_pt,-22.541764346849607,22.541764346849607
pc35_pt,21.065896411239773,21.065896411239773
pc50_pt,-20.876031149065142,20.876031149065142
pc40_pt,19.739431772498715,19.739431772498715
pc36_pt,-18.264456185583477,18.264456185583477
pc58_pt,-17.97386475021997,17.97386475021997
pc8_pt,-17.796985004331333,17.796985004331333
pc14_pt,-17.572041746498545,17.572041746498545
pc54_pt,16.59848659639855,16.59848659639855
pc17_pt,15.898084183252017,15.898084183252017
pc2_pt,-15.423404599669922,15.423404599669922
pc9_pt,13.446572454070726,13.446572454070726
pc13_pt,-13.009472911465227,13.009472911465227
pc26_pt,-11.906181232286121,11.906181232286121
pc4_pt,-11.458353081951913,11.458353081951913
Stature,-11.249436363121918,11.249436363121918
pc45_pt,-11.197575322308193,11.197575322308193
pc23_pt,-10.274765113829744,10.274765113829744
pc21_pt,10.05411768607378,10.05411768607378
pc11_pt,9.223337633012891,9.223337633012891
pc16_pt,-8.945228345927681,8.945228345927681
pc52_pt,8.063297328366078,8.063297328366078
pc42_pt,-7.394384813630229,7.394384813630229
pc27_pt,6.801715180092613,6.801715180092613
pc29_pt,-6.705276405509218,6.705276405509218
pc25_pt,6.694500443599743,6.694500443599743
Weight,6.396206703802211,6.396206703802211
pc20_pt,-6.342729830057979,6.342729830057979
pc3_pt,-5.697590565674479,5.697590565674479
pc12_pt,5.5228773884124065,5.5228773884124065
pc5_pt,5.15673037889435,5.15673037889435
pc28_pt,5.097636494896324,5.097636494896324
pc55_pt,-4.793627122267319,4.793627122267319
pc33_pt,4.311208502363011,4.311208502363011
pc32_pt,3.708101147477818,3.708101147477818
pc51_pt,3.208205854972352,3.208205854972352
pc59_pt,-2.944316296019226,2.944316296019226
pc48_pt,-2.833049319646195,2.833049319646195
pc49_pt,-2.393252960197943,2.393252960197943
pc15_pt,-2.36551891793342,2.36551891793342
pc57_pt,1.7965410748336696,1.7965410748336696
pc43_pt,-1.7756351621127118,1.7756351621127118
pc1_pt,-1.713464653847795,1.713464653847795
pc19_pt,-1.3615932016787744,1.3615932016787744
pc24_pt,-1.313126170545019,1.313126170545019
pc37_pt,-1.2069593362173958,1.2069593362173958
pc47_pt,-1.0541146768460987,1.0541146768460987
pc34_pt,1.0395333331028982,1.0395333331028982
pc6_pt,0.9738266496945228,0.9738266496945228
pc22_pt,-0.8800628817802539,0.8800628817802539
pc31_pt,-0.8284020472151291,0.8284020472151291
pc10_pt,-0.4634906840590647,0.4634906840590647
pc7_pt,-0.43749231242642506,0.43749231242642506
pc60_pt,-0.10879188135139632,0.10879188135139632
pc18_pt,-0.1005641500714074,0.1005641500714074
