feature,coef,abs_coef
pc19_pt,354.4752061219707,354.4752061219707
pc15_pt,-247.77867137555938,247.77867137555938
Weight,-204.54471708721675,204.54471708721675
pc47_pt,113.52876948647072,113.52876948647072
pc28_pt,108.11613190606708,108.11613190606708
Stature,105.61753142679774,105.61753142679774
pc20_pt,102.48449504095375,102.48449504095375
pc21_pt,97.87884127659959,97.87884127659959
pc50_pt,91.16768859011458,91.16768859011458
pc60_pt,85.71565210599078,85.71565210599078
pc44_pt,75.46170818144661,75.46170818144661
pc10_pt,71.67261059840371,71.67261059840371
pc11_pt,-69.27189080170818,69.27189080170818
pc23_pt,64.122963764961,64.122963764961
pc12_pt,-64.11095691218269,64.11095691218269
pc39_pt,-61.732072736104726,61.732072736104726
pc48_pt,-58.97422188574562,58.97422188574562
pc31_pt,-54.14452540887009,54.14452540887009
pc4_pt,-50.852126620235694,50.852126620235694
pc2_pt,50.18970040208245,50.18970040208245
pc51_pt,-48.9072950050673,48.9072950050673
pc16_pt,47.262866044985785,47.262866044985785
pc8_pt,46.36168122756672,46.36168122756672
pc7_pt,44.19780529478407,44.19780529478407
pc56_pt,43.824990409317174,43.824990409317174
pc32_pt,-43.12190636982617,43.12190636982617
pc26_pt,-42.20515165447616,42.20515165447616
pc34_pt,42.066685170789434,42.066685170789434
pc35_pt,-41.966707097615945,41.966707097615945
pc1_pt,40.100043386242156,40.100043386242156
pc58_pt,35.47320782182442,35.47320782182442
pc57_pt,34.18106147544554,34.18106147544554
pc27_pt,32.70054974998172,32.70054974998172
pc42_pt,-30.20916673696302,30.20916673696302
pc49_pt,29.75782183334298,29.75782183334298
pc30_pt,29.15141165210328,29.15141165210328
pc43_pt,-27.660000857069583,27.660000857069583
pc6_pt,26.525016672301835,26.525016672301835
pc52_pt,26.51167287889554,26.51167287889554
pc36_pt,26.328825299971076,26.328825299971076
pc18_pt,26.261885862420268,26.261885862420268
pc9_pt,24.162612138587125,24.162612138587125
pc37_pt,-18.028282073622556,18.028282073622556
pc40_pt,-17.809496349783558,17.809496349783558
pc41_pt,17.23110374339429,17.23110374339429
pc22_pt,-16.01215129951536,16.01215129951536
pc25_pt,15.966824193196372,15.966824193196372
pc45_pt,-15.89220530801589,15.89220530801589
pc13_pt,-15.14371393063887,15.14371393063887
pc5_pt,-12.482333618739371,12.482333618739371
pc55_pt,-11.732226273777451,11.732226273777451
pc3_pt,11.07484571457841,11.07484571457841
pc17_pt,-10.736916007460135,10.736916007460135
pc33_pt,9.611839452341872,9.611839452341872
pc59_pt,-9.15783018587857,9.15783018587857
pc29_pt,-7.604018819560157,7.604018819560157
pc53_pt,6.39077151484043,6.39077151484043
pc54_pt,6.321698953672896,6.321698953672896
pc38_pt,5.920325340719246,5.920325340719246
pc14_pt,-3.685575143318156,3.685575143318156
pc46_pt,-3.183963862510694,3.183963862510694
pc24_pt,0.44793085568380325,0.44793085568380325
