feature,coef,abs_coef
Weight,-57.45675438536579,57.45675438536579
pc50_pt,55.818870141660284,55.818870141660284
pc46_pt,-53.233228738507194,53.233228738507194
pc57_pt,-51.96888400466008,51.96888400466008
pc2_pt,-47.35714727912059,47.35714727912059
pc25_pt,-44.578876018067106,44.578876018067106
pc17_pt,44.30181865357236,44.30181865357236
pc18_pt,41.59451317184053,41.59451317184053
pc12_pt,-41.130933920933806,41.130933920933806
pc49_pt,39.04506272306935,39.04506272306935
pc37_pt,-33.738676509643426,33.738676509643426
pc16_pt,-32.94328742877712,32.94328742877712
pc7_pt,-31.169369314955397,31.169369314955397
pc33_pt,28.459434973445106,28.459434973445106
pc8_pt,-28.191683856497633,28.191683856497633
pc51_pt,-28.14467672252208,28.14467672252208
pc59_pt,-27.481796827508564,27.481796827508564
pc38_pt,25.93280518749868,25.93280518749868
pc4_pt,25.222039904470815,25.222039904470815
pc14_pt,24.9687361809203,24.9687361809203
pc5_pt,24.626587277215954,24.626587277215954
pc19_pt,-24.48197616914666,24.48197616914666
pc31_pt,-24.447918401213162,24.447918401213162
pc44_pt,23.78882363929009,23.78882363929009
pc1_pt,23.147689016828974,23.147689016828974
pc6_pt,21.30763674085011,21.30763674085011
pc3_pt,-21.26593336887343,21.26593336887343
pc27_pt,-20.804917267387143,20.804917267387143
pc45_pt,-20.734637101555723,20.734637101555723
pc21_pt,20.186991392573773,20.186991392573773
pc9_pt,18.841355303293884,18.841355303293884
pc35_pt,-18.752121595943947,18.752121595943947
pc36_pt,18.584654666315757,18.584654666315757
pc53_pt,-18.55911396266226,18.55911396266226
pc13_pt,16.854483632800942,16.854483632800942
pc30_pt,16.29153506978662,16.29153506978662
pc55_pt,15.116220869040246,15.116220869040246
pc24_pt,-13.38192583792856,13.38192583792856
pc54_pt,-13.324423556915669,13.324423556915669
pc39_pt,-13.125493744683697,13.125493744683697
pc41_pt,12.366025150406688,12.366025150406688
pc42_pt,-11.651882690997555,11.651882690997555
pc56_pt,-11.451307359423351,11.451307359423351
pc10_pt,11.15700386036721,11.15700386036721
pc20_pt,-10.812853280434531,10.812853280434531
pc34_pt,9.942296233210262,9.942296233210262
pc29_pt,8.919008343287954,8.919008343287954
pc26_pt,-8.64245930622033,8.64245930622033
pc28_pt,7.937623853692564,7.937623853692564
Stature,-7.727657504596028,7.727657504596028
pc15_pt,-7.334159169930339,7.334159169930339
pc23_pt,-7.27674888976713,7.27674888976713
pc32_pt,7.033469296687754,7.033469296687754
pc47_pt,6.321640572551839,6.321640572551839
pc11_pt,6.140263252481431,6.140263252481431
pc43_pt,4.389364177706665,4.389364177706665
pc58_pt,3.8736147896558317,3.8736147896558317
pc60_pt,-3.570507793198565,3.570507793198565
pc48_pt,-3.3283760552664075,3.3283760552664075
pc22_pt,-2.483841380255048,2.483841380255048
pc40_pt,1.882079478183541,1.882079478183541
pc52_pt,-1.5001880459736474,1.5001880459736474
