feature,coef,abs_coef
pc19_pt,248.97168239425073,248.97168239425073
Weight,-168.90326657060584,168.90326657060584
Stature,75.66142772279493,75.66142772279493
pc14_pt,-65.69119869971647,65.69119869971647
pc59_pt,56.95578645032124,56.95578645032124
pc54_pt,-54.135771667401166,54.135771667401166
pc16_pt,52.5273206598893,52.5273206598893
pc20_pt,49.650695614848914,49.650695614848914
pc25_pt,44.7086836581627,44.7086836581627
pc18_pt,40.5809923798069,40.5809923798069
pc48_pt,39.9477955214089,39.9477955214089
pc43_pt,-39.393086957861854,39.393086957861854
pc11_pt,-38.860824658308594,38.860824658308594
pc57_pt,-35.45767783544584,35.45767783544584
pc23_pt,33.25830001624902,33.25830001624902
pc52_pt,31.72938535343572,31.72938535343572
pc5_pt,-29.57900077086229,29.57900077086229
pc22_pt,-29.2680418715845,29.2680418715845
pc47_pt,27.517540515119496,27.517540515119496
pc31_pt,-27.230733468828348,27.230733468828348
pc33_pt,-25.403275836950687,25.403275836950687
pc15_pt,25.301416340209613,25.301416340209613
pc42_pt,24.6081757895175,24.6081757895175
pc39_pt,23.437782396741824,23.437782396741824
pc37_pt,-21.6118187182012,21.6118187182012
pc32_pt,-20.46326313487303,20.46326313487303
pc10_pt,-17.16739543119231,17.16739543119231
pc8_pt,-16.8098463162409,16.8098463162409
pc34_pt,-15.210966863172702,15.210966863172702
pc56_pt,-13.352179809583104,13.352179809583104
pc53_pt,-13.052781999013153,13.052781999013153
pc9_pt,-12.066095005155978,12.066095005155978
pc46_pt,11.434010740109617,11.434010740109617
pc41_pt,11.266099227961371,11.266099227961371
pc30_pt,-11.233666197550763,11.233666197550763
pc35_pt,-10.882734422896014,10.882734422896014
pc12_pt,-10.742284633408415,10.742284633408415
pc7_pt,-10.686001180702554,10.686001180702554
pc55_pt,10.442939230973266,10.442939230973266
pc28_pt,10.198843304262883,10.198843304262883
pc58_pt,-9.806589862305158,9.806589862305158
pc4_pt,8.645221012519656,8.645221012519656
pc26_pt,-8.527591778391416,8.527591778391416
pc27_pt,-6.969387711033413,6.969387711033413
pc6_pt,5.856544886892999,5.856544886892999
pc1_pt,5.452144329293682,5.452144329293682
pc13_pt,-5.423294601498426,5.423294601498426
pc45_pt,5.139364560072624,5.139364560072624
pc2_pt,-4.950090754392753,4.950090754392753
pc60_pt,-4.12385229809009,4.12385229809009
pc40_pt,3.60623068199237,3.60623068199237
pc24_pt,3.3470471744710957,3.3470471744710957
pc38_pt,-3.2447444520668767,3.2447444520668767
pc51_pt,2.863247869071659,2.863247869071659
pc36_pt,-2.6904608100658267,2.6904608100658267
pc50_pt,-2.1243993374561354,2.1243993374561354
pc3_pt,1.839457904284865,1.839457904284865
pc29_pt,1.453300137354909,1.453300137354909
pc49_pt,-1.1246215528458394,1.1246215528458394
pc17_pt,1.0774520012388833,1.0774520012388833
pc44_pt,0.6512935569506484,0.6512935569506484
pc21_pt,0.4026918160544929,0.4026918160544929
