feature,coef,abs_coef
Weight,-87.25834909281194,87.25834909281194
pc53_pt,34.0589787206064,34.0589787206064
pc18_pt,33.716502996736914,33.716502996736914
pc44_pt,-32.121575157902654,32.121575157902654
pc45_pt,-30.778237468176826,30.778237468176826
pc54_pt,-29.565118059181305,29.565118059181305
pc16_pt,-29.384191167452457,29.384191167452457
pc42_pt,27.768769221243353,27.768769221243353
pc14_pt,25.57689719849629,25.57689719849629
pc3_pt,22.52779926904386,22.52779926904386
pc41_pt,-20.01881390451451,20.01881390451451
pc43_pt,19.940755829138304,19.940755829138304
pc32_pt,19.19736442904451,19.19736442904451
pc38_pt,-18.724411574648567,18.724411574648567
pc15_pt,-17.880743709381562,17.880743709381562
pc25_pt,-17.335219129509724,17.335219129509724
pc51_pt,-16.973271200392077,16.973271200392077
pc13_pt,15.137045519893684,15.137045519893684
pc4_pt,14.375211426897184,14.375211426897184
pc57_pt,-14.196685505421254,14.196685505421254
pc20_pt,-14.184432035242608,14.184432035242608
pc23_pt,-13.23842471060681,13.23842471060681
pc27_pt,-12.70499748892435,12.70499748892435
pc29_pt,11.631472895363927,11.631472895363927
pc7_pt,-10.979347266026007,10.979347266026007
pc26_pt,-10.84972421581652,10.84972421581652
pc34_pt,-9.850672130408734,9.850672130408734
pc37_pt,9.354887917292467,9.354887917292467
pc19_pt,-8.541763254545819,8.541763254545819
pc46_pt,-8.539010174547409,8.539010174547409
pc52_pt,-7.784174955703998,7.784174955703998
pc48_pt,7.685655236169016,7.685655236169016
pc11_pt,7.555595042442315,7.555595042442315
Stature,7.5362300256360975,7.5362300256360975
pc36_pt,7.224581033171951,7.224581033171951
pc9_pt,-6.46793280964632,6.46793280964632
pc30_pt,-5.643833230705005,5.643833230705005
pc17_pt,-5.476569343655205,5.476569343655205
pc50_pt,5.374256559112019,5.374256559112019
pc39_pt,5.362794127447932,5.362794127447932
pc33_pt,4.338640565506657,4.338640565506657
pc1_pt,-4.0079107177611615,4.0079107177611615
pc49_pt,3.7539228524665766,3.7539228524665766
pc60_pt,-3.6567554358231513,3.6567554358231513
pc35_pt,-3.635247009152721,3.635247009152721
pc47_pt,3.4635946994527966,3.4635946994527966
pc56_pt,-3.156096685235399,3.156096685235399
pc55_pt,2.8824699680180745,2.8824699680180745
pc28_pt,-2.7271517953164235,2.7271517953164235
pc2_pt,-2.469674791969528,2.469674791969528
pc40_pt,-2.145252845622002,2.145252845622002
pc59_pt,-2.0092342444676867,2.0092342444676867
pc31_pt,1.9898125911137428,1.9898125911137428
pc12_pt,-1.6899213398920556,1.6899213398920556
pc24_pt,-1.397699080390336,1.397699080390336
pc6_pt,1.3106625331579196,1.3106625331579196
pc10_pt,-1.1153578252544973,1.1153578252544973
pc5_pt,0.9584196831615489,0.9584196831615489
pc22_pt,-0.6287722558844766,0.6287722558844766
pc21_pt,0.6121793248190467,0.6121793248190467
pc58_pt,0.5934384455317512,0.5934384455317512
pc8_pt,0.2994097705231397,0.2994097705231397
