feature,coef,abs_coef
pc42_pt,96.81466260751512,96.81466260751512
Weight,60.370241173992206,60.370241173992206
pc53_pt,30.786849118203484,30.786849118203484
pc11_pt,-25.436594822593833,25.436594822593833
pc60_pt,25.14539908494757,25.14539908494757
pc4_pt,-24.22757708956431,24.22757708956431
pc19_pt,23.433093221189086,23.433093221189086
pc36_pt,-21.68861744599286,21.68861744599286
pc32_pt,20.554159733745195,20.554159733745195
pc9_pt,20.528068353680403,20.528068353680403
pc38_pt,-19.61804807395499,19.61804807395499
pc41_pt,-18.926703844254874,18.926703844254874
pc2_pt,-18.770321724538398,18.770321724538398
pc45_pt,-17.74200477566227,17.74200477566227
pc6_pt,-16.33681750517033,16.33681750517033
pc46_pt,-15.712267985616279,15.712267985616279
pc7_pt,-15.216432069055923,15.216432069055923
pc29_pt,-14.912984081154411,14.912984081154411
pc34_pt,14.386269760754525,14.386269760754525
pc56_pt,13.79238258744988,13.79238258744988
pc30_pt,11.360102587890836,11.360102587890836
pc47_pt,-11.27002753337678,11.27002753337678
pc14_pt,11.191562140975735,11.191562140975735
pc15_pt,11.083873021560052,11.083873021560052
pc16_pt,-10.991380023503607,10.991380023503607
pc48_pt,-10.856404312683285,10.856404312683285
pc25_pt,-10.83992638974651,10.83992638974651
pc21_pt,10.747913564453267,10.747913564453267
pc44_pt,10.675373648899187,10.675373648899187
pc49_pt,10.445707983197774,10.445707983197774
pc39_pt,-9.379432819642247,9.379432819642247
pc10_pt,9.322007185689454,9.322007185689454
pc26_pt,-8.637733811664184,8.637733811664184
pc58_pt,-8.35000659674584,8.35000659674584
pc54_pt,-8.123712458337542,8.123712458337542
pc13_pt,-7.431181199983976,7.431181199983976
pc3_pt,-7.420813717346392,7.420813717346392
pc23_pt,7.171597359380146,7.171597359380146
pc27_pt,6.976007456026246,6.976007456026246
pc37_pt,6.911104320885821,6.911104320885821
pc33_pt,6.836621873821607,6.836621873821607
pc57_pt,6.8317287445482275,6.8317287445482275
pc5_pt,-6.328426829514455,6.328426829514455
pc22_pt,6.187871802351523,6.187871802351523
pc40_pt,-5.5313810174024,5.5313810174024
pc17_pt,5.256199334958297,5.256199334958297
pc50_pt,-5.1856497858287804,5.1856497858287804
pc43_pt,-4.8595104694260565,4.8595104694260565
pc1_pt,4.858391570570457,4.858391570570457
pc24_pt,4.720923284674939,4.720923284674939
pc52_pt,4.351020701754929,4.351020701754929
pc18_pt,-4.180394541268146,4.180394541268146
pc12_pt,3.8037724457879887,3.8037724457879887
pc55_pt,-3.3873540330301206,3.3873540330301206
pc35_pt,-3.215686341400133,3.215686341400133
pc59_pt,3.016282968108804,3.016282968108804
Stature,-2.0522231830116673,2.0522231830116673
pc8_pt,-0.8100267757454181,0.8100267757454181
pc31_pt,-0.7019961038544179,0.7019961038544179
pc51_pt,-0.696043636098259,0.696043636098259
pc28_pt,0.09269261470830303,0.09269261470830303
pc20_pt,0.027326097445828392,0.027326097445828392
